Card ID,Name,Type,Deck,Players,Cost,Prerequisite,Card Text,Bonus Points,banned,is_no,dealt,drafted,played,won,ADP,play_ratio,win_ratio,PWR,PWR_no_log,PWR_normalized
G68983,Eel Farm,Minor Improvement,G6,,1C,1 Occupation,"Whenever you take the ”Fishing” action space, you may place 1 Clay from the general supply on an unused farmyard space. This space is now considered used, can hold up to 1 Animal, and forms a natural border for pastures.",,False,True,540.0,225.0,152.0,38.0,5.36,0.2814814815,0.25,1.01,0.9457671958,
G66185,Elder’s Daughter,Occupation,G6,,,,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 Clay. At the end of the game, all players with the most Major Improvements receive 3 bonus points each.",,False,True,597.0,567.0,386.0,98.0,3.87,0.6465661642,0.2538860104,2.35,2.2903810937,
400,Eminentcattle,Minor Improvement,G7,,,,,,False,False,71.0,55.0,38.0,15.0,5.02,0.5352112676,0.3947368421,3.02,0.0,
G67351,Employee of the Month,Occupation,G6,,,,"Place different Goods on each of the next Round spaces, up to the number of your played Occupations. (Nor counting this one.) At the start of these rounds, you receive the Good.",,False,True,597.0,591.0,485.0,188.0,2.68,0.8123953099,0.387628866,4.5,4.4523057112,
FR018,Encircling Wall,Minor Improvement,Fr,,4S,,"When you play this card, you may immediately fence 1 space in your farmyard. (You do not need to pay Wood for the fences).",2,False,True,873.0,615.0,410.0,146.0,4.92,0.4696449026,0.356097561,2.39,2.2900726798,
WM017,Engineer,Occupation,Wm,,,,"Whenever you play an Improvement, you receive 1 Food before paying the costs of the Improvement. If the Improvement has a printed Stone cost, you receive 2 Food instead of 1.",,False,True,985.0,961.0,894.0,250.0,2.31,0.9076142132,0.2796420582,3.63,3.5933700295,
G67810,Engineering,Minor Improvement,G6,,,No Occupations,"When you play this card, you may immediately take a ”Renovation” action. Pay 1 Building resource less for each completed Round of the game.",,False,True,599.0,313.0,245.0,77.0,3.92,0.409015025,0.3142857143,1.84,1.6864842765,
405,Engineeringapprentic,Occupation,G5,,,,,,False,True,858.0,856.0,841.0,274.0,1.72,0.9801864802,0.3258026159,4.56,4.5458307052,
G45435,Entrepreneur,Occupation,G4,,,,"At the start of each round, you may move 1 Food from your supply to this card or 1 Food from this card to the general supply. If you do either, you receive 1 building resource of a type you do not currently have.",,False,True,684.0,148.0,66.0,23.0,5.95,0.0964912281,0.3484848485,0.48,0.4439761019,
407,Equestrian,Occupation,G7,,,,,,False,False,305.0,266.0,200.0,64.0,3.3,0.6557377049,0.32,3.0,2.937704918,
G44278,Eremite,Occupation,G4,,,,"At the start of each round, if you have no played Minor Improvements in front of you, you receive 1 Food. At the start of each Harvest, if you have no played Minor Improvements in front of you, you receive 1 Wood.",,False,True,751.0,666.0,509.0,180.0,3.52,0.6777629827,0.3536345776,3.42,3.3163752474,
G073,Errant Oven,Minor Improvement,G,,,,"When you play this card, immediately take the ”Bake bread” a bread baking action.",,False,False,214.0,68.0,34.0,14.0,6.01,0.1588785047,0.4117647059,0.93,0.0,
E170,Estate Manager,Occupation,E,3+,,,"At the end of a 3/4/5 player game, if no player has more animals of any type than you, you receive 2/3/4 bonus points.",2/3/4 for most animals,False,True,809.0,327.0,82.0,25.0,6.11,0.1013597033,0.3048780488,0.44,0.3930089628,
FR019,Evening Prayer,Minor Improvement,Fr,,,No Occupations,"If you have 1/2 plowed fields, immediately pay 1/2 Food to play 1/2 Occupations.",,False,True,1019.0,902.0,781.0,255.0,2.52,0.766437684,0.3265044814,3.57,3.5016953357,
G69014,Executive Boar,Minor Improvement,G6,,1 Boar,,"Choose two - receive 1 Vegetable; or receive 3 Food; or build up to 6 fences for 4 Wood; or receive a ‘Family Growth with Room‘ action. AFTER YOU PLAY THIS CARD, PASS IT TO THE PLAYER ON YOUR LEFT, WHO ADDS IT TO HIS/HER HAND",,False,True,564.0,536.0,422.0,134.0,3.74,0.7482269504,0.317535545,3.39,0.0080429469,
413,Exhibition,Minor Improvement,G7,,,,,,False,False,344.0,249.0,178.0,67.0,4.66,0.5174418605,0.3764044944,2.78,2.594815036,
G66333,Expansion Plans,Minor Improvement,G6,,,Exactly 2 Stone Rooms,"Add 4 to the round number and place 1 Stone Room on that Action space. At the start of that Round, you may expand your Stone House by 1 Room for free.",,False,True,605.0,418.0,269.0,87.0,3.81,0.4446280992,0.3234200743,2.05,1.9015725741,
G65806,Experienced Farmer,Occupation,G6,,,,"Pile (from bottom to top) 1 Cattle, Cattle, Boar, Sheep, Vegetable, Grain on this card. At the start of each Harvest in which you have more plowed fields than any of the other players, you receive the top item.",,False,True,560.0,422.0,227.0,76.0,4.66,0.4053571429,0.3348017621,1.94,1.7594174234,
WM018,Expert Builder,Occupation,Wm,,,,"Whenever any player (including you) builds 1 or more rooms, they must place 1 resource of those paid on this card. You may use these resources to pay for your extensions or renovations.",,False,True,844.0,355.0,167.0,38.0,5.62,0.1978672986,0.2275449102,0.64,0.5700177168,
G64275,Extensive Resume,Minor Improvement,G6,,,No Occupations,At the end of the game you receive 1/2/3 Bonus points for 5/6/7 played Occupations.,,False,True,544.0,447.0,367.0,89.0,3.86,0.6746323529,0.242506812,2.34,2.2798697136,
G074,Extra Effort,Minor Improvement,G,,1F,,"When you play this card, immediately build a major improvement.",,False,False,482.0,393.0,278.0,78.0,4.65,0.5767634855,0.2805755396,2.31,0.0,
G015,Family Counselor,Occupation,G,,,,"Whenever at the end of a work phase all of your adult family members were placed on the same game board, you receive 1 food/1 grain/1 vegetable if it were 2/3/4+ adults.",,False,True,712.0,673.0,627.0,171.0,2.26,0.8806179775,0.2727272727,3.43,3.4036188531,
420,Familyman,Occupation,G7,,,,,,False,False,318.0,231.0,117.0,17.0,5.05,0.3679245283,0.1452991453,0.76,0.718010152,
G66492,Family Physician,Occupation,G6,,,,"Whenever you use an action space orthogonally adjacent to 2/3/4+ action spaces occupied by other players Family members, you receive 1 Food/1 Grain/1 Vegetable before you take the action.",,False,True,549.0,417.0,301.0,67.0,4.54,0.5482695811,0.2225913621,1.74,1.7144689875,
WM019,Family Planner,Occupation,Wm,,,,"Add 4, 7 and 10 to the current round and place up to 1 person still in your supply on each corresponding Round space. At the start of these rounds and not earlier, you may take the person as a new Family member, if you have room. (If you don’t, return it to your supply.) It counts as a Newborn, and it may take actions the following round.",,False,True,776.0,156.0,78.0,11.0,5.46,0.1005154639,0.141025641,0.2,0.1921188777,
423,Familyversion,Minor Improvement,G7,,,,,,False,False,329.0,270.0,234.0,43.0,3.99,0.7112462006,0.1837606838,1.87,1.7873379576,
424,Farm,Minor Improvement,G7,,,,,,False,False,356.0,257.0,104.0,35.0,4.64,0.2921348315,0.3365384615,1.4,1.2424373379,
425,Farmeducator,Occupation,G7,,,,,,False,False,119.0,104.0,76.0,32.0,3.13,0.6386554622,0.4210526316,3.84,3.7404435458,
E160,Farmer,Occupation,E,4+,,,"The next time you build fences, take 1 wild boar. Each time you build at least 1 fence after that, take 1 cattle marker.",,False,True,873.0,715.0,420.0,106.0,4.98,0.4810996564,0.2523809524,1.73,1.6808877045,
G075,Farmers Market,Minor Improvement,G,,2F,,"When you play this card, you receive 1 vegetable.",,False,False,498.0,316.0,229.0,77.0,5.35,0.4598393574,0.3362445415,2.21,0.0,
G53286,Farmer’s Straw Hat,Minor Improvement,G5,,,2 Grain Fields,"When you play this card, immediately take the Field phase of a Harvest on your farmyard.",1,False,True,775.0,720.0,478.0,157.0,4.07,0.6167741935,0.3284518828,2.89,2.8274106781,
429,Farmhand,Occupation,G7,,,,,,False,False,333.0,247.0,91.0,24.0,5.2,0.2732732733,0.2637362637,1.03,0.9730295445,
G53492,Farm Name Sign,Minor Improvement,G5,,1W,,"At the end of the game, you receive 2 Bonus points, if your farm has no unused spaces.",,False,True,783.0,698.0,456.0,157.0,4.67,0.5823754789,0.3442982456,2.86,2.7827791061,
G65822,Farm Overseer,Occupation,G6,,,,Whenever you Plow at least 1 field you receive 1 Food for each stable on your farm. Whenever you build at least 1 stable you receive 1 Food for each plowed field on your farm.,,False,True,584.0,556.0,354.0,136.0,3.73,0.6061643836,0.384180791,3.33,3.2328324875,
WM078,Farm School,Minor Improvement,Wm,,1W 1R,2 Occupations,"Whenever you harvest at least 2 goods during the Field phase of a Harvest, you may immediately afterward pay 2 Food to play an Occupation.",1,False,True,895.0,745.0,449.0,145.0,4.12,0.5016759777,0.3229398664,2.31,2.2371253313,
WM020,Farm School Graduate,Occupation,Wm,,,,"You may only play this card as your first Occupation. From now on, you may not use any Occupation action on any Action space. At the start of each Harvest, you may pay 2 Food to play an Occupation.",,False,True,868.0,554.0,379.0,169.0,3.92,0.4366359447,0.4459102902,2.78,2.6713519692,
G56379,Farm Stable,Minor Improvement,G5,,,1 stable,"Place 1 Food each on the next 2/3/4/5 remaining Round spaces if you have 1/2/3/4 stables. At the start of these rounds, you receive the Food.",1,False,True,914.0,774.0,610.0,176.0,3.76,0.6673960613,0.2885245902,2.75,2.7057635839,
I233,Farm Steward,Occupation,I,1+,,,"Once you live in a Clay hut or Stone house, play your next Family growth action as 'Family growth even without room in the hut or house'.",,False,True,1032.0,1023.0,927.0,291.0,1.66,0.898255814,0.3139158576,4.03,4.0195482874,
G68269,Farm Worker,Occupation,G6,,,,"Whenever you Plow 1 or more fields, you may convert 1 building resource into 3 Food for each field you just plowed.",,False,True,569.0,524.0,405.0,92.0,4.06,0.7117750439,0.2271604938,2.31,2.2584874606,
437,Faunamancer,Occupation,G7,,,,,,False,False,168.0,137.0,92.0,29.0,3.87,0.5476190476,0.3152173913,2.47,2.4123779947,
438,Feast,Minor Improvement,G7,,,,,,False,False,298.0,166.0,99.0,21.0,5.48,0.3322147651,0.2121212121,1.01,0.9151921904,
E338,Feed Pellets,Minor Improvement,E,,,,"During the feeding phase of each harvest, you may trade 1 vegetable for 1 of any type of animal that you already have in your farmyard.",,False,True,797.0,217.0,151.0,43.0,6.21,0.1894604768,0.2847682119,0.77,0.7094959931,
440,Feltdecoration,Minor Improvement,G7,,,,,,False,False,321.0,269.0,103.0,53.0,3.93,0.3208722741,0.5145631068,2.36,2.1755004515,
I263,Fence Builder,Occupation,I,1+,,,"When you play this card, place one of your fences on an Action space of your choice. If you use an action on this Action space, you can also build fences as an additional action.",,False,True,728.0,383.0,159.0,36.0,5.64,0.2184065934,0.2264150943,0.71,0.6797784426,
WM021,Fence Dealer,Occupation,Wm,,,,"You may only build 12 fences. (Remove the other 3 fences from the game.) Whenever you build fences, you may build 2 fences for every 1 Wood paid.",,False,True,817.0,780.0,651.0,194.0,3.55,0.7968176255,0.2980030722,3.39,3.3400938849,
I265,Fence Deliveryman,Occupation,I,1+,,,"Add 6 and 10 to the current Round. Place 4 of your fences on each corresponding Round space. At the start of these rounds, you can pay 2 food to build all 4 fences immediately.",,False,True,875.0,772.0,571.0,123.0,4.19,0.6525714286,0.2154115587,2.01,1.9554094142,
G016,Fence Helper,Occupation,G,,,,"Whenever another player takes a ”Build fences” fence building action, you may pay that player 1 food to immediately take the ”Fences” a fence building action too.",,False,False,332.0,140.0,52.0,20.0,5.89,0.156626506,0.3846153846,0.86,0.8274857672,
K312,Fence Overseer,Occupation,K,1+,,,"Each Round, for a cost of 1 food, you can immediately fence a pasture of 1 farmyard space around a stable that you have just built. You do not need to pay wood for the fences.",,False,True,808.0,793.0,676.0,191.0,2.64,0.8366336634,0.2825443787,3.38,3.3419764736,
I264,Fencer,Occupation,I,4+,,,"Whenever another player builds 1 to 4 fences, take 1 wood from the supply. Whenever another player builds 5 or more fences, take 2 wood.",,False,True,818.0,611.0,343.0,114.0,5.4,0.4193154034,0.332361516,1.99,1.8922433501,
FR080,Fencing Master,Occupation,Fr,,,,"Whenever you play an Occupation (including this one), place up to 2 fences from your supply on this card. From your 4th Occupation on, place up to 1 fence instead. You build these fences for free when taking a ”Fences” Action.",,False,True,1022.0,984.0,952.0,229.0,2.32,0.9315068493,0.2405462185,3.2,3.1909192248,
WM079,Festival Hall,Minor Improvement,Wm,,1W 1C,2 Grain fields,"After the Field phase of a Harvest, you can use the Festival Hall to convert 1 Grain to 1 Building resource of your choice and 2 Food.",1,False,True,930.0,741.0,405.0,121.0,4.58,0.435483871,0.2987654321,1.86,1.7439456866,
FR081,Fiddler,Occupation,Fr,,,,"At the end of each round in which you did not receive any Building resources, you receive 1 Wood. If its an evennumbered round, you additionally receive 1 Food.",,False,True,789.0,378.0,205.0,75.0,5.45,0.2598225602,0.3658536585,1.36,1.291715796,
E11,Field,Minor Improvement,E,,1F,,"When you play this card, immediately plough 1 field. After you play this card, pass it to the player on your left.",,False,True,955.0,849.0,781.0,203.0,4.36,0.8178010471,0.2599231754,3.04,0.019440776,
G66453,Field Agent,Occupation,G6,,,,"When you Plow at least 1 field, you can pay 2 food to get 1 Grain/Vegerable or do a Sow action.",,False,True,462.0,441.0,310.0,67.0,3.41,0.670995671,0.2161290323,2.07,2.0383226604,
G68939,Field Barterer,Occupation,G6,,,,"When you play this card, you may place up to 4 different building resources on it from your supply. At the start of each harvest, you may return a resource from this card to the supply to Plow 1 field.",,True,False,608.0,590.0,519.0,142.0,3.06,0.8536184211,0.2736030829,3.34,3.3171802338,
453,Fieldcleaner,Occupation,G7,,,,,,False,False,202.0,130.0,87.0,33.0,5.25,0.4306930693,0.3793103448,2.33,2.2265034385,
G44311,Field Doctor,Occupation,G4,,,,"Once during the game, if you live in a 2 room home surrounded by 4 plowed fields, you may play the ”Family growth” action as ”Family growth even without room”.",,False,True,789.0,785.0,681.0,208.0,2.05,0.8631178707,0.3054331865,3.77,3.6997067131,
455,Fielddreamer,Occupation,G7,,,,,,False,False,138.0,110.0,76.0,24.0,4.19,0.5507246377,0.3157894737,2.48,2.451781628,
456,Fieldextension,Minor Improvement,G7,,,,,,False,False,295.0,276.0,236.0,78.0,3.56,0.8,0.3305084746,3.78,3.6331924324,
I219,Fieldsman,Occupation,I,1+,,,"Whenever you sow 1 field, place 2 extra goods from the supply on the newly sown field. Whenever you sow 2 fields, place 1 extra good on each.",,False,True,839.0,396.0,169.0,57.0,5.96,0.2014302741,0.3372781065,0.97,0.918857433,
E163,Field Warden,Occupation,E,4+,,,"You can use the 'Take 1 vegetable', 'Plough fields' and 'Plough fields and Sow' actions even if another player has placed a person on the space.",,False,True,1041.0,1012.0,928.0,273.0,2.34,0.8914505283,0.2941810345,3.75,3.7221752956,
I225,Field Watchman,Occupation,I,1+,,,"Whenever you use the 'Take 1 grain' Action space, you can also plough up to 1 field.",,False,True,1028.0,1027.0,1022.0,313.0,1.19,0.9941634241,0.3062622309,4.35,4.332614662,
I224,Field Worker,Occupation,I,3+,,,"Whenever another player sows one or more fields, you receive 1 grain in a 3-player game, 1 food in a 4 or 5 player game.",,True,False,640.0,64.0,24.0,8.0,6.34,0.0375,0.3333333333,0.18,0.1636904762,
461,Firemarshal,Occupation,G7,,,,,,False,False,218.0,67.0,36.0,21.0,4.7,0.1651376147,0.5833333333,1.38,1.3379204893,
462,Firewoodcollector,Occupation,,,,,,,False,True,,,,,,,,,,
E161,Fisherman,Occupation,E,3+,,,"Whenever you use the 'Catch Fish' Action space, you can take twice as many food as are on the space. You then give 1 food each to the owners of the Fishing Rod, Raft, Canoe, Fish Trap and Landing Net.",,False,True,809.0,354.0,178.0,27.0,5.66,0.2200247219,0.1516853933,0.48,0.4526722843,
G018,Fisherman’s Apprentice,Occupation,G,,,,"Whenever another player uses the ”Fishing” action, you may pay that player 1 food to play an occupation.",,False,False,637.0,499.0,411.0,124.0,3.33,0.6452119309,0.301703163,2.78,2.7267632809,
WM080,Fish Hook,Minor Improvement,Wm,,1W,2 Occupations,"Whenever you use an Action space orthogonally adjacent to the ”Fishing” Action space, you may immediately take 1 Food from the ”Fishing” Action space if there is a Food on that space.",1,False,True,846.0,701.0,482.0,116.0,4.71,0.5697399527,0.2406639004,1.96,1.8937753731,
E12,Fishing Rod,Minor Improvement,E,,1W,,"Whenever you use the 'Catch Fish' Action space, you receive 1 additional food. From Round 8, you receive 2 additional food.",,False,True,892.0,514.0,350.0,64.0,5.2,0.3923766816,0.1828571429,1.02,0.9810560996,
